--筹码突破  成功了--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破  成功了--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破  成功了--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破  成功了--20220304--英特集团**000411.SZ
--筹码突破  成功了--20220304--南华生物**000504.SZ
--筹码突破  成功了--20220304--贝瑞基因**000710.SZ
--筹码突破  成功了--20220304--中广核技**000881.SZ
--筹码突破  成功了--20220304--重药控股**000950.SZ
--筹码突破  成功了--20220304--天奇股份**002009.SZ
--筹码突破  成功了--20220304--悦心健康**002162.SZ
--筹码突破  成功了--20220304--北化股份**002246.SZ
--筹码突破  成功了--20220304--长江健康**002435.SZ
--筹码突破  成功了--20220304--嘉事堂**002462.SZ
--筹码突破  成功了--20220304--榕基软件**002474.SZ
--筹码突破  成功了--20220304--中坚科技--强势股票**002779.SZ
--筹码突破  成功了--20220304--赛隆药业**002898.SZ
--筹码突破  成功了--20220304--宁波联合**600051.SH
--筹码突破  成功了--20220304--长城电工**600192.SH
--筹码突破  成功了--20220304--开开实业**600272.SH
--筹码突破  成功了--20220304--昂立教育**600661.SH
--筹码突破  成功了--20220304--祥龙电业**600769.SH
--筹码突破  成功了--20220304--云煤能源**600792.SH
--筹码突破  成功了--20220304--宁波海运**600798.SH
--筹码突破  成功了--20220304--第一医药--强势股票**600833.SH
--筹码突破  成功了--20220304--江南水务--强势股票**601199.SH
--筹码突破  成功了--20220304--爱婴室**603214.SH
--筹码突破  成功了--20220304--柳药股份**603368.SH
--筹码突破  成功了--20220304--美诺华**603538.SH
--筹码突破  成功了--20220228--恒林股份**603661.SH
--筹码突破  成功了--20220304--大理药业**603963.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=19.9--赛隆药业**002898.SZ
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=7.4--大于7个----宁波联合**600051.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=17.66--开开实业**600272.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=33.36--新华医疗**600587.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=12.19--大于7个----浦东金桥**600639.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=9.62--大于7个----昂立教育**600661.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=8.55--祥龙电业**600769.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=4.09--大于7个----宁波海运**600798.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=9.73--大于7个----第一医药--强势股票**600833.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=5.95--大于7个----江南水务--强势股票**601199.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=14.2--大于7个----天鹅股份**603029.SH
--筹码突破看日线看周线--20220225----持仓量_周线 看周线 然后看日线--开始=20211217-结束=20220225--中间值=12.65--德邦股份--强势股票**603056.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=23.37--柳药股份**603368.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=37.7--美诺华**603538.SH
--筹码突破看日线看周线--20220228----持仓量_周线 看周线 然后看日线--开始=20211217-结束=20220225--中间值=44.17--恒林股份**603661.SH
--筹码突破看日线看周线--20220304----持仓量_周线 看周线 然后看日线--开始=20211224-结束=20220304--中间值=10.07--大理药业**603963.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=14.28--换手率100----英特集团**000411.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=16.2--换手率100----南华生物**000504.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=9.59--换手率100----中广核技**000881.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=4.91--换手率100----重药控股**000950.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=4.71--换手率100----悦心健康**002162.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=8.32--换手率100----北化股份**002246.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=13.02--换手率100----嘉事堂**002462.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=6.78--换手率100----榕基软件**002474.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=30.92--换手率100----金达威**002626.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=9.07--换手率100----跃岭股份**002725.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=17.3--换手率100----中坚科技--强势股票**002779.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=20.33--换手率100----元隆雅图**002878.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=11.38--换手率100----赛隆药业**002898.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=7.35--换手率100----宁波联合**600051.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=9.71--换手率100----开开实业**600272.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=23.6--换手率100----新华医疗**600587.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=12.1--换手率100----浦东金桥**600639.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=9.36--换手率100----昂立教育**600661.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=6.28--换手率100----祥龙电业**600769.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=4.07--换手率100----宁波海运**600798.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=9.47--换手率100----第一医药--强势股票**600833.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=5.93--换手率100----江南水务--强势股票**601199.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=14.0--换手率100----天鹅股份**603029.SH
--筹码突破日线--20220225----持仓量_周线开始=20211217-结束=20220225--中间值=10.49--换手率100----德邦股份--强势股票**603056.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=16.35--换手率100----柳药股份**603368.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=33.88--换手率100----美诺华**603538.SH
--筹码突破日线--20220228----持仓量_周线开始=20211217-结束=20220225--中间值=40.9--换手率100----恒林股份**603661.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=7.27--换手率100----大理药业**603963.SH
--筹码突破日线--20220208----持仓量_周线开始=20211126-结束=20220128--中间值=7.55--大于7个----换手率100----黑牡丹**600510.SH
--筹码突破日线--20220207----持仓量_周线开始=20211126-结束=20220128--中间值=5.46--换手率100----浙江交科**002061.SZ
--筹码突破日线--20220208----持仓量_周线开始=20211126-结束=20220128--中间值=10.24--换手率100----成都燃气**603053.SH
--筹码突破日线--20220218----持仓量_周线开始=20211210-结束=20220218--中间值=20.08--换手率100----华海药业**600521.SH
--筹码突破日线--20220111----持仓量_周线开始=20211105-结束=20220107--中间值=8.69--换手率100----中路股份**600818.SH
--筹码突破日线--20220223----持仓量_周线开始=20211210-结束=20220218--中间值=9.28--换手率100----翔鹭钨业**002842.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=14.28--换手率100----英特集团**000411.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=16.2--换手率100----南华生物**000504.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=9.59--换手率100----中广核技**000881.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=4.91--换手率100----重药控股**000950.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=4.71--换手率100----悦心健康**002162.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=8.32--换手率100----北化股份**002246.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=13.02--换手率100----嘉事堂**002462.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=6.78--换手率100----榕基软件**002474.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=30.92--换手率100----金达威**002626.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=9.07--换手率100----跃岭股份**002725.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=17.3--换手率100----中坚科技--强势股票**002779.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=20.33--换手率100----元隆雅图**002878.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=11.38--换手率100----赛隆药业**002898.SZ
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=7.35--换手率100----宁波联合**600051.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=9.71--换手率100----开开实业**600272.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=23.6--换手率100----新华医疗**600587.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=12.1--换手率100----浦东金桥**600639.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=9.36--换手率100----昂立教育**600661.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=6.28--换手率100----祥龙电业**600769.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=4.07--换手率100----宁波海运**600798.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=9.47--换手率100----第一医药--强势股票**600833.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=5.93--换手率100----江南水务--强势股票**601199.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=14.0--换手率100----天鹅股份**603029.SH
--筹码突破日线--20220225----持仓量_周线开始=20211217-结束=20220225--中间值=10.49--换手率100----德邦股份--强势股票**603056.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=16.35--换手率100----柳药股份**603368.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=33.88--换手率100----美诺华**603538.SH
--筹码突破日线--20220228----持仓量_周线开始=20211217-结束=20220225--中间值=40.9--换手率100----恒林股份**603661.SH
--筹码突破日线--20220304----持仓量_周线开始=20211224-结束=20220304--中间值=7.27--换手率100----大理药业**603963.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=9.28--换手率100----滨海能源**000695.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=7.76--换手率100----浙江震元**000705.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=23.36--换手率100----亚钾国际**000893.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=5.66--换手率100----泸天化**000912.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=7.13--换手率100----中工国际**002051.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=9.2--换手率100----云南能投--强势股票**002053.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=4.48--换手率100----威创股份**002308.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=4.59--换手率100----顺灏股份**002565.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=8.76--换手率100----西陇科学**002584.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=6.72--换手率100----珠江钢琴**002678.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=9.07--换手率100----跃岭股份**002725.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=10.05--换手率100----电光科技**002730.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=9.7--换手率100----金发拉比**002762.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=22.9--大于7个----换手率100----洪汇新材**002802.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=12.6--换手率100----实丰文化**002862.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=10.75--换手率100----金时科技**002951.SZ
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=7.35--换手率100----宁波联合**600051.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=4.95--换手率100----南纺股份**600250.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=5.19--换手率100----亿利洁能**600277.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=4.59--换手率100----鹏欣资源**600490.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=7.46--换手率100----黑牡丹**600510.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=4.04--换手率100----天地科技**600582.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=9.07--换手率100----天宸股份--强势股票**600620.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=9.36--换手率100----昂立教育**600661.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=16.64--换手率100----尖峰集团**600668.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=5.37--换手率100----长江传媒**600757.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=10.53--换手率100----中路股份**600818.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=9.47--换手率100----第一医药--强势股票**600833.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=20.53--换手率100----京城股份**600860.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=5.42--换手率100----星湖科技**600866.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=14.85--换手率100----赤峰黄金**600988.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=3.86--换手率100----中国中冶**601618.SH
--筹码突破日线--20220307----持仓量_周线开始=20211224-结束=20220304--中间值=9.02--换手率100----新华文轩**601811.SH
--筹码突破日线--20220225----持仓量_周线开始=20211217-结束=20220225--中间值=10.49--换手率100----德邦股份--强势股票**603056.SH
--筹码突破日线--20220228----持仓量_周线开始=20211217-结束=20220225--中间值=40.9--换手率100----恒林股份**603661.SH
